Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
43.0,No,Travel_Frequently,Sales,26.0,College,Life Sciences,High,Male,High,Manager,Manager,Very High,Married,16959,19494,1,Yes,12,Excellent,Very High,2,25,3,Best,25,12,4,12
32.0,Yes,Travel_Rarely,Research & Development,25.0,Master,Life Sciences,Low,Male,High,Staff,Laboratory Technician,Very High,Single,2795,18016,1,Yes,24,Outstanding,High,0,1,2,Bad,1,0,0,1
37.0,No,Travel_Rarely,Research & Development,9.0,Bachelor,Life Sciences,Very High,Female,Medium,Assistant Manager,Manufacturing Director,High,Married,10685,23457,1,Yes,20,Outstanding,Medium,1,17,2,Better,17,14,5,15
31.0,No,Travel_Rarely,Research & Development,9.0,Master,Life Sciences,High,Male,Medium,Staff,Research Scientist,Medium,Single,2657,7551,0,Yes,16,Excellent,Very High,0,3,5,Better,2,2,2,2
45.0,No,Travel_Rarely,Research & Development,20.0,College,Medical,High,Male,High,Manager,Healthcare Representative,Very High,Married,13496,7501,0,Yes,14,Excellent,Medium,0,21,2,Better,20,7,4,10
33.0,No,Travel_Rarely,Human Resources,8.0,College,Human Resources,Very High,Male,High,Staff,Human Resources,Medium,Divorced,2277,22650,3,Yes,11,Excellent,High,1,7,4,Best,4,3,0,3
32.0,No,Travel_Rarely,Sales,8.0,Bachelor,Medical,High,Male,Very High,Officer,Sales Executive,Very High,Married,6209,11693,1,No,15,Excellent,High,2,10,4,Best,10,7,0,8
34.0,No,Travel_Frequently,Research & Development,2.0,College,Life Sciences,Very High,Male,High,Officer,Manufacturing Director,High,Single,4033,15834,2,No,11,Excellent,Very High,0,5,3,Good,3,2,0,2
40.0,No,Travel_Frequently,Sales,2.0,Master,Medical,Medium,Male,High,Officer,Sales Executive,Medium,Married,4327,25440,5,No,12,Excellent,Very High,3,5,2,Better,0,0,0,0
34.0,No,Non-Travel,Sales,23.0,Master,Marketing,Medium,Male,High,Officer,Sales Executive,High,Single,4568,10034,0,No,20,Outstanding,High,0,10,2,Better,9,5,8,7
33.0,No,Non-Travel,Research & Development,4.0,Bachelor,Technical Degree,Very High,Male,High,Officer,Research Scientist,Medium,Divorced,3055,6194,5,No,15,Excellent,Very High,2,11,2,Good,9,8,1,7
32.0,No,Travel_Rarely,Sales,2.0,Below College,Marketing,High,Male,High,Officer,Sales Executive,Medium,Married,4078,20497,0,Yes,13,Excellent,Low,3,4,3,Good,3,2,1,2
20.0,No,Travel_Rarely,Sales,21.0,Bachelor,Marketing,High,Male,Very High,Staff,Sales Representative,Very High,Single,2678,5050,1,No,17,Excellent,Very High,0,2,2,Better,2,1,2,2
36.0,No,Travel_Rarely,Research & Development,12.0,Doctor,Medical,Very High,Female,Medium,Assistant Manager,Manufacturing Director,Very High,Single,8858,15669,0,No,11,Excellent,Medium,0,15,2,Good,14,8,7,8
27.0,No,Travel_Rarely,Research & Development,2.0,Below College,Medical,Low,Male,High,Staff,Laboratory Technician,Medium,Married,3468,16632,9,No,12,Excellent,Very High,1,6,3,Better,2,2,2,2
37.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Technical Degree,Low,Male,High,Staff,Laboratory Technician,Very High,Married,3229,4910,4,No,11,Excellent,Medium,1,7,2,Good,3,2,0,2
37.0,No,Travel_Rarely,Sales,9.0,College,Marketing,Medium,Male,Medium,Officer,Sales Executive,Medium,Married,4189,8800,1,No,14,Excellent,Low,2,5,2,Better,5,2,0,3
46.0,No,Travel_Rarely,Sales,2.0,Bachelor,Technical Degree,High,Female,Low,Manager,Manager,Medium,Married,16872,14977,3,Yes,12,Excellent,Medium,1,28,2,Good,7,7,7,7
45.0,No,Travel_Rarely,Research & Development,2.0,College,Other,Very High,Female,Medium,Officer,Manufacturing Director,Very High,Divorced,5770,5388,1,No,19,Excellent,Low,2,10,3,Better,10,7,3,9
34.0,No,Travel_Rarely,Sales,4.0,Bachelor,Life Sciences,High,Male,High,Assistant Manager,Sales Executive,Very High,Married,9713,24444,2,Yes,13,Excellent,Very High,3,9,3,Better,5,3,1,0
22.0,Yes,Travel_Frequently,Research & Development,4.0,Below College,Technical Degree,High,Male,Medium,Staff,Laboratory Technician,High,Single,3894,9129,5,No,16,Excellent,High,0,4,3,Better,2,2,1,2
37.0,No,Travel_Frequently,Research & Development,18.0,College,Life Sciences,High,Male,High,Assistant Manager,Manufacturing Director,Very High,Single,9362,19944,2,No,11,Excellent,High,0,10,2,Better,2,2,2,2
29.0,Yes,Travel_Rarely,Research & Development,1.0,Master,Technical Degree,Low,Male,Medium,Staff,Research Scientist,Low,Single,2362,7568,6,No,13,Excellent,High,0,11,2,Bad,9,7,0,7
40.0,No,Travel_Frequently,Research & Development,9.0,Master,Medical,Medium,Female,High,Assistant Manager,Research Director,High,Single,13499,13782,9,No,17,Excellent,High,0,20,3,Good,18,7,2,13
31.0,Yes,Travel_Rarely,Human Resources,18.0,Doctor,Human Resources,Very High,Male,Very High,Staff,Human Resources,Low,Married,2956,21495,0,No,17,Excellent,High,0,2,4,Better,1,0,0,0
39.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Medical,High,Male,Very High,Assistant Manager,Healthcare Representative,Very High,Divorced,9613,10942,0,No,17,Excellent,Low,3,19,5,Good,18,10,3,7
37.0,No,Travel_Rarely,Research & Development,27.0,Bachelor,Medical,Medium,Female,Low,Officer,Manufacturing Director,Low,Divorced,4877,20460,0,No,21,Outstanding,Medium,1,6,5,Good,5,3,0,0
33.0,No,Travel_Frequently,Research & Development,8.0,Master,Life Sciences,Very High,Female,High,Assistant Manager,Manager,Medium,Married,11878,23364,6,No,11,Excellent,Medium,2,12,2,Better,10,6,8,8
19.0,No,Travel_Rarely,Research & Development,8.0,Below College,Medical,Medium,Female,High,Staff,Laboratory Technician,Medium,Single,1483,16102,1,No,14,Excellent,Very High,0,1,3,Better,1,0,0,0
34.0,No,Travel_Rarely,Research & Development,1.0,Master,Life Sciences,Medium,Female,Very High,Staff,Research Scientist,Very High,Single,3280,13551,2,No,16,Excellent,High,0,10,2,Better,4,2,1,3
48.0,Yes,Travel_Rarely,Research & Development,1.0,College,Life Sciences,Low,Male,Medium,Assistant Manager,Laboratory Technician,High,Single,5381,19294,9,Yes,13,Excellent,Very High,0,23,2,Better,1,0,0,0
39.0,No,Travel_Rarely,Research & Development,10.0,Doctor,Medical,Medium,Male,High,Officer,Manufacturing Director,Low,Married,5377,3835,2,No,13,Excellent,Very High,3,10,3,Better,7,7,7,7
31.0,No,Travel_Frequently,Research & Development,1.0,Below College,Life Sciences,High,Female,High,Officer,Manufacturing Director,Low,Married,4148,11275,1,No,12,Excellent,High,1,4,1,Better,4,3,0,3
27.0,No,Travel_Rarely,Research & Development,6.0,Bachelor,Life Sciences,Very High,Male,Medium,Staff,Research Scientist,High,Married,2539,7950,1,No,13,Excellent,High,1,4,0,Better,4,2,2,2
34.0,No,Travel_Rarely,Research & Development,7.0,Master,Medical,Low,Male,High,Staff,Research Scientist,Very High,Single,2972,22061,1,No,13,Excellent,High,0,1,4,Bad,1,0,0,0
24.0,No,Travel_Frequently,Sales,24.0,Bachelor,Medical,Very High,Male,High,Staff,Sales Representative,Very High,Married,2400,5530,0,No,13,Excellent,High,2,3,3,Better,2,2,2,1
51.0,No,Travel_Rarely,Research & Development,11.0,College,Technical Degree,Very High,Female,Medium,Manager,Manufacturing Director,Medium,Single,13142,24439,3,No,16,Excellent,Medium,0,29,1,Good,5,2,0,3
50.0,No,Non-Travel,Research & Development,2.0,Master,Life Sciences,Low,Male,High,Manager,Manager,Low,Divorced,17924,4544,1,No,11,Excellent,Very High,1,31,3,Better,31,6,14,7
31.0,No,Travel_Rarely,Research & Development,1.0,College,Life Sciences,Very High,Male,Medium,Staff,Laboratory Technician,Low,Married,2218,16193,1,No,12,Excellent,High,1,4,3,Better,4,2,3,2
36.0,No,Travel_Rarely,Research & Development,9.0,College,Medical,Medium,Male,Medium,Officer,Manufacturing Director,Medium,Divorced,8847,13934,2,Yes,11,Excellent,High,1,13,2,Better,3,2,0,2
27.0,No,Travel_Rarely,Sales,2.0,Bachelor,Life Sciences,Very High,Male,High,Officer,Sales Executive,High,Single,4478,5242,1,Yes,11,Excellent,Low,0,5,3,Better,5,4,0,4
38.0,No,Travel_Rarely,Research & Development,2.0,Bachelor,Life Sciences,Very High,Male,High,Staff,Research Scientist,Very High,Single,3944,4306,5,Yes,11,Excellent,High,0,6,3,Better,3,2,1,2
40.0,No,Travel_Rarely,Sales,10.0,Master,Marketing,Low,Male,Medium,Assistant Manager,Sales Executive,Medium,Divorced,9705,20652,2,No,12,Excellent,Medium,1,11,2,Good,1,0,0,0
43.0,No,Travel_Rarely,Research & Development,2.0,College,Medical,Very High,Female,Very High,Staff,Research Scientist,High,Divorced,2645,21923,1,No,12,Excellent,Very High,2,6,3,Good,5,3,1,4
27.0,No,Travel_Rarely,Research & Development,4.0,College,Life Sciences,Low,Male,High,Staff,Research Scientist,High,Divorced,2517,3208,1,No,11,Excellent,Medium,3,5,2,Better,5,3,0,3
37.0,No,Travel_Frequently,Research & Development,6.0,Bachelor,Life Sciences,High,Male,Medium,Staff,Research Scientist,High,Divorced,2703,22088,1,Yes,14,Excellent,Very High,1,3,2,Better,3,1,0,2
27.0,No,Travel_Frequently,Research & Development,8.0,College,Life Sciences,Very High,Female,High,Staff,Laboratory Technician,Very High,Single,2379,19826,0,Yes,14,Excellent,High,0,6,3,Good,5,4,0,2
45.0,No,Travel_Rarely,Research & Development,10.0,College,Life Sciences,Low,Male,High,Staff,Research Scientist,Very High,Married,2654,9655,3,No,21,Outstanding,Very High,2,8,3,Good,2,2,0,2
34.0,No,Travel_Frequently,Research & Development,19.0,Bachelor,Medical,High,Female,High,Officer,Laboratory Technician,Medium,Divorced,4444,22534,4,No,13,Excellent,High,2,15,2,Best,11,8,5,10
27.0,No,Travel_Frequently,Research & Development,10.0,College,Life Sciences,Very High,Male,High,Assistant Manager,Manufacturing Director,Low,Divorced,8793,4809,1,No,21,Outstanding,High,2,9,4,Good,9,7,1,7
59.0,No,Travel_Rarely,Sales,1.0,College,Technical Degree,Medium,Male,High,Assistant Manager,Manager,Very High,Married,11904,11038,3,Yes,14,Excellent,High,1,14,1,Bad,6,4,0,4
44.0,No,Travel_Frequently,Research & Development,2.0,Below College,Medical,Medium,Male,High,Assistant Manager,Manufacturing Director,High,Single,10209,19719,5,Yes,18,Excellent,Medium,0,16,2,Good,2,2,2,2
31.0,No,Travel_Frequently,Research & Development,8.0,Master,Medical,Medium,Male,High,Assistant Manager,Research Director,High,Divorced,13675,13523,9,No,12,Excellent,Low,1,9,3,Better,2,2,2,2
23.0,No,Travel_Rarely,Research & Development,10.0,Bachelor,Technical Degree,Very High,Male,Very High,Staff,Research Scientist,High,Married,2073,12826,2,No,16,Excellent,Very High,1,4,2,Better,2,2,2,2
38.0,No,Travel_Rarely,Research & Development,17.0,Below College,Life Sciences,High,Female,Medium,Assistant Manager,Healthcare Representative,High,Married,8823,24608,0,No,18,Excellent,Low,1,20,4,Good,19,9,1,9
43.0,No,Travel_Rarely,Research & Development,6.0,Master,Other,Medium,Male,Medium,Manager,Research Director,Very High,Divorced,16627,2671,4,Yes,14,Excellent,High,1,21,3,Good,1,0,0,0
32.0,No,Travel_Frequently,Sales,8.0,Bachelor,Marketing,Medium,Female,High,Assistant Manager,Sales Executive,Very High,Single,8998,15589,1,No,14,Excellent,Very High,0,9,2,Better,9,8,3,7
37.0,No,Travel_Frequently,Research & Development,4.0,Master,Life Sciences,High,Male,High,Officer,Research Scientist,High,Single,4249,2690,1,Yes,11,Excellent,Medium,0,9,3,Better,9,6,1,1
19.0,No,Travel_Rarely,Research & Development,9.0,College,Life Sciences,High,Male,High,Staff,Research Scientist,Low,Single,2552,7172,1,No,25,Outstanding,High,0,1,4,Better,1,1,0,0
45.0,No,Travel_Rarely,Sales,9.0,Bachelor,Marketing,Very High,Male,High,Assistant Manager,Sales Executive,Low,Divorced,10761,19239,4,Yes,12,Excellent,High,1,18,2,Better,5,4,0,2
37.0,No,Travel_Frequently,Sales,1.0,Bachelor,Medical,High,Male,Medium,Officer,Sales Executive,Low,Single,4294,11148,1,No,12,Excellent,Medium,0,7,2,Better,7,7,0,7
36.0,No,Non-Travel,Sales,8.0,Master,Life Sciences,Low,Male,Medium,Assistant Manager,Sales Executive,Low,Single,7587,14229,1,No,15,Excellent,Medium,0,10,1,Better,10,7,0,9
43.0,No,Travel_Rarely,Research & Development,11.0,Bachelor,Life Sciences,Low,Male,High,Assistant Manager,Healthcare Representative,High,Married,7510,16873,1,No,17,Excellent,Medium,1,10,1,Better,10,9,0,9
22.0,No,Non-Travel,Research & Development,16.0,College,Medical,Very High,Male,Very High,Staff,Laboratory Technician,Very High,Divorced,2935,7324,1,Yes,13,Excellent,Medium,2,1,2,Good,1,0,0,0
19.0,Yes,Travel_Rarely,Sales,22.0,Below College,Marketing,Very High,Male,High,Staff,Sales Representative,High,Single,1675,26820,1,Yes,19,Excellent,Very High,0,0,2,Good,0,0,0,0
36.0,No,Travel_Rarely,Research & Development,2.0,Master,Life Sciences,High,Female,High,Officer,Manufacturing Director,Medium,Single,5410,2323,9,Yes,11,Excellent,Very High,0,18,2,Better,16,14,5,12
31.0,Yes,Travel_Frequently,Sales,2.0,Bachelor,Life Sciences,High,Female,Medium,Staff,Sales Representative,Very High,Single,2785,11882,7,No,14,Excellent,High,0,3,3,Best,1,0,0,0
36.0,No,Travel_Frequently,Research & Development,4.0,College,Life Sciences,Very High,Female,High,Officer,Manufacturing Director,Medium,Divorced,5131,9192,7,No,13,Excellent,Medium,3,18,3,Better,4,2,0,2
52.0,No,Travel_Rarely,Research & Development,1.0,Master,Life Sciences,High,Male,Medium,Senior Manager,Manager,High,Married,19999,5678,0,No,14,Excellent,Low,1,34,5,Better,33,18,11,9
32.0,No,Travel_Rarely,Research & Development,8.0,Master,Other,Medium,Female,Very High,Staff,Research Scientist,Very High,Married,3312,18783,3,No,17,Excellent,Very High,2,6,3,Better,3,2,0,2
39.0,No,Non-Travel,Research & Development,25.0,College,Life Sciences,High,Male,High,Assistant Manager,Healthcare Representative,High,Married,10920,3449,3,No,21,Outstanding,Medium,1,13,2,Better,6,4,0,5
52.0,No,Non-Travel,Sales,29.0,Master,Life Sciences,Low,Male,High,Staff,Sales Representative,Very High,Divorced,3482,19788,2,No,15,Excellent,Medium,2,16,3,Good,9,8,0,0
32.0,No,Travel_Frequently,Research & Development,10.0,Bachelor,Life Sciences,Low,Male,High,Staff,Research Scientist,High,Married,3433,17360,6,No,13,Excellent,Low,1,10,3,Good,5,2,1,3
34.0,No,Travel_Frequently,Research & Development,16.0,Master,Life Sciences,High,Female,Medium,Staff,Research Scientist,Very High,Single,2553,8306,1,No,16,Excellent,High,0,6,3,Better,5,2,1,3
31.0,No,Travel_Rarely,Research & Development,12.0,Below College,Medical,High,Female,High,Staff,Research Scientist,Very High,Married,3929,6984,8,Yes,23,Outstanding,High,1,7,0,Better,4,2,0,2
18.0,No,Travel_Rarely,Sales,10.0,Bachelor,Medical,Very High,Female,Medium,Staff,Sales Representative,High,Single,1200,9724,1,No,12,Excellent,Low,0,0,2,Better,0,0,0,0
21.0,No,Travel_Rarely,Sales,22.0,Below College,Technical Degree,High,Male,High,Staff,Sales Representative,High,Single,3447,24444,1,No,11,Excellent,High,0,3,2,Better,3,2,1,2
36.0,No,Travel_Rarely,Research & Development,2.0,Master,Other,Very High,Female,High,Officer,Research Scientist,Medium,Married,6962,19573,4,Yes,22,Outstanding,Very High,1,15,2,Better,1,0,0,0
24.0,No,Travel_Rarely,Research & Development,29.0,Below College,Medical,Medium,Male,High,Staff,Laboratory Technician,Low,Divorced,3907,3622,1,No,13,Excellent,Medium,3,6,2,Best,6,2,1,2
34.0,No,Travel_Rarely,Research & Development,19.0,Bachelor,Life Sciences,Medium,Female,Medium,Staff,Research Scientist,Very High,Married,2929,20338,1,No,12,Excellent,Medium,0,10,3,Better,10,9,8,7
37.0,No,Travel_Rarely,Sales,8.0,Bachelor,Life Sciences,Very High,Male,Very High,Officer,Sales Executive,Medium,Married,4851,15678,0,No,22,Outstanding,High,1,4,4,Better,3,2,1,2
37.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Life Sciences,Low,Male,Medium,Staff,Research Scientist,High,Divorced,1563,12530,1,No,14,Excellent,Very High,1,1,2,Bad,1,0,0,0
24.0,No,Travel_Rarely,Research & Development,17.0,College,Other,Very High,Male,Medium,Staff,Laboratory Technician,Medium,Married,2127,9100,1,No,21,Outstanding,Very High,1,1,2,Better,1,0,0,0
58.0,No,Travel_Rarely,Research & Development,9.0,Bachelor,Medical,Medium,Female,Medium,Staff,Research Scientist,Medium,Married,3346,11873,4,Yes,20,Outstanding,Medium,1,9,3,Good,1,0,0,0
32.0,No,Travel_Rarely,Research & Development,8.0,College,Life Sciences,Low,Male,Very High,Staff,Research Scientist,Medium,Divorced,3298,15053,0,Yes,12,Excellent,Very High,2,7,5,Good,6,2,0,5
29.0,No,Travel_Frequently,Research & Development,2.0,Below College,Life Sciences,Very High,Female,High,Staff,Laboratory Technician,Medium,Married,3180,4668,0,No,13,Excellent,High,3,4,3,Better,3,2,0,2
29.0,No,Travel_Rarely,Sales,10.0,Bachelor,Life Sciences,High,Male,High,Staff,Sales Representative,High,Single,2642,2755,1,No,11,Excellent,High,0,1,6,Better,1,0,0,0
44.0,No,Travel_Rarely,Research & Development,9.0,College,Life Sciences,Medium,Male,High,Staff,Research Scientist,Low,Married,2559,7508,1,Yes,13,Excellent,Very High,0,8,0,Better,8,7,7,1
23.0,Yes,Travel_Rarely,Research & Development,8.0,Below College,Medical,Very High,Male,Medium,Staff,Laboratory Technician,High,Single,3989,20586,1,Yes,11,Excellent,Low,0,5,2,Better,5,4,1,2
36.0,No,Travel_Rarely,Sales,16.0,Master,Marketing,High,Female,Medium,Officer,Sales Executive,Low,Married,5647,13494,4,No,13,Excellent,Low,2,11,3,Good,3,2,0,2
46.0,No,Travel_Rarely,Research & Development,13.0,Master,Life Sciences,High,Male,High,Officer,Healthcare Representative,Medium,Single,5562,9697,6,No,14,Excellent,Very High,0,19,3,Better,10,7,0,9
40.0,No,Travel_Rarely,Research & Development,2.0,Bachelor,Life Sciences,High,Male,High,Officer,Research Scientist,Very High,Single,4661,22455,1,No,13,Excellent,High,0,9,4,Better,9,8,8,8
31.0,No,Non-Travel,Research & Development,8.0,College,Medical,High,Male,High,Staff,Research Scientist,Low,Divorced,3065,3995,1,Yes,13,Excellent,Very High,1,4,3,Best,4,2,2,3
55.0,No,Travel_Rarely,Research & Development,20.0,College,Technical Degree,Medium,Male,High,Officer,Laboratory Technician,Very High,Married,5415,15972,3,Yes,19,Excellent,Very High,1,12,4,Better,10,7,0,8
37.0,Yes,Travel_Rarely,Research & Development,21.0,Bachelor,Medical,Low,Male,High,Staff,Laboratory Technician,High,Divorced,2377,19373,1,No,20,Outstanding,High,1,1,0,Good,1,1,0,0
59.0,No,Travel_Rarely,Research & Development,8.0,Bachelor,Life Sciences,High,Male,Medium,Staff,Research Scientist,Very High,Married,2177,8456,3,No,17,Excellent,Low,1,7,6,Better,1,0,0,0
32.0,Yes,Travel_Frequently,Research & Development,16.0,Below College,Life Sciences,Medium,Female,Low,Staff,Research Scientist,Low,Single,3919,4681,1,Yes,22,Outstanding,Medium,0,10,5,Better,10,2,6,7
30.0,No,Travel_Rarely,Sales,7.0,Below College,Marketing,Very High,Male,High,Staff,Sales Representative,Medium,Single,2983,18398,0,No,14,Excellent,Low,0,4,3,Better,3,2,1,2
32.0,No,Travel_Rarely,Sales,1.0,Master,Medical,Medium,Male,Medium,Staff,Sales Representative,Medium,Married,2269,18024,0,No,14,Excellent,Medium,1,3,2,Better,2,2,2,2
29.0,Yes,Travel_Rarely,Research & Development,18.0,Below College,Medical,High,Male,Medium,Staff,Research Scientist,Very High,Single,2389,14961,1,Yes,13,Excellent,High,0,4,3,Good,4,3,0,1
37.0,No,Travel_Rarely,Sales,2.0,Bachelor,Marketing,Very High,Female,High,Staff,Sales Representative,Very High,Married,2014,9687,1,No,13,Excellent,Low,0,2,3,Better,2,2,2,2
52.0,Yes,Travel_Rarely,Sales,2.0,Below College,Marketing,Low,Female,Low,Senior Manager,Manager,Very High,Married,19845,25846,1,No,15,Excellent,Very High,1,33,3,Better,32,14,6,9
40.0,No,Travel_Rarely,Research & Development,2.0,Bachelor,Medical,High,Male,High,Staff,Research Scientist,High,Divorced,2345,8045,2,No,14,Excellent,High,1,8,3,Best,3,1,1,2
32.0,Yes,Non-Travel,Sales,11.0,Master,Other,Very High,Male,Very High,Officer,Sales Executive,High,Married,4707,23914,8,No,12,Excellent,Very High,0,6,2,Better,4,2,1,2
33.0,No,Non-Travel,Sales,2.0,Bachelor,Marketing,Very High,Female,High,Officer,Sales Executive,Medium,Single,5147,10697,8,No,15,Excellent,Very High,0,13,2,Good,11,7,1,7
42.0,No,Travel_Rarely,Research & Development,2.0,Bachelor,Life Sciences,Low,Male,High,Senior Manager,Manager,High,Married,18880,17312,5,No,11,Excellent,Low,0,24,2,Good,22,6,4,14
